result	Gene	location	phenotype	inheritance
SUCCESS	LCA5	6q14.1	Leber congenital amaurosis 5	AR
SUCCESS	LCAT	16q22.1	Fish-eye disease|Norum disease	AR|AR
SUCCESS	LCK	1p35.2	Immunodeficiency 22	AR
ERROR	LCP1			
SUCCESS	LCP2	5q35.1	Immunodeficiency 81	AR
SUCCESS	LCT	2q21.3	Lactase deficiency, congenital	AR
SUCCESS	LDB3	10q23.2	Cardiomyopathy, dilated, 1C, with or without LVNC|Cardiomyopathy, hypertrophic, 24|Left ventricular noncompaction 3|Myopathy, myofibrillar, 4	AD|AD|AD|AD
SUCCESS	LDHA	11p15.1	Glycogen storage disease XI	AR
SUCCESS	LDHD	16q23.1	D-lactic aciduria with susceptibility to gout	AR
SUCCESS	LDLR	19p13.2	Hypercholesterolemia, familial, 1|LDL cholesterol level QTL2	AD, AR|AD, AR
SUCCESS	LDLRAP1	1p36.11	Hypercholesterolemia, familial, 4	AR
SUCCESS	LEMD2	6p21.31	Cataract 46, juvenile-onset|Marbach-Rustad progeroid syndrome	AR|AD
SUCCESS	LEMD3	12q14.3	Buschke-Ollendorff syndrome|Osteopoikilosis with or without melorheostosis	AD|AD
SUCCESS	LEP	7q32.1	Obesity, morbid, due to leptin deficiency	AR
SUCCESS	LEPR	1p31.3	Obesity, morbid, due to leptin receptor deficiency	AR
SUCCESS	LETM1	4p16.3	Neurodegeneration, childhood-onset, with multisystem involvement due to mitochondrial dysfunction	AR
SUCCESS	LFNG	7p22.3	Spondylocostal dysostosis 3, autosomal recessive	AR
SUCCESS	LGI1	10q23.33	Epilepsy, familial temporal lobe, 1	AD
SUCCESS	LGI3	8p21.3	Intellectual developmental disorder with muscle tone abnormalities and distal skeletal defects	AR
SUCCESS	LGI4	19q13.12	Arthrogryposis multiplex congenita 1, neurogenic, with myelin defect	AR
SUCCESS	LGR4	11p14.1	{Bone mineral density, low, susceptibility to}|Delayed puberty, self-limited	AD|AD
SUCCESS	LHB	19q13.33	Hypogonadotropic hypogonadism 23 with or without anosmia	AR
SUCCESS	LHCGR	2p16.3	Leydig cell adenoma, somatic, with precocious puberty|Leydig cell hypoplasia with hypergonadotropic hypogonadism|Leydig cell hypoplasia with pseudohermaphroditism|Luteinizing hormone resistance, female|Precocious puberty, male	.|AR|AR|AR|AD
SUCCESS	LHFPL5	6p21.31	Deafness, autosomal recessive 67	AR
ERROR	LHX1			
SUCCESS	LHX3	9q34.3	Pituitary hormone deficiency, combined, 3	AR
SUCCESS	LHX4	1q25.2	Pituitary hormone deficiency, combined, 4	AD
SUCCESS	LIAS	4p14	Hyperglycinemia, lactic acidosis, and seizures	AR
SUCCESS	LIFR	5p13.1	Stuve-Wiedemann syndrome/Schwartz-Jampel type 2 syndrome	AR
SUCCESS	LIG1	19q13.33	Immunodeficiency 96	AR
SUCCESS	LIG3	17q12	Mitochondrial DNA depletion syndrome 20 (MNGIE type)	AR
SUCCESS	LIG4	13q33.3	{Multiple myeloma, resistance to}|LIG4 syndrome	SMu|AR
SUCCESS	LIM2	19q13.41	Cataract 19, multiple types	AD, AR
ERROR	LIMK1			
SUCCESS	LIMS2	2q14.3	?Muscular dystrophy, autosomal recessive, with cardiomyopathy and triangular tongue	AR
SUCCESS	LINGO1	15q24.3	Intellectual developmental disorder, autosomal recessive 64	AR
SUCCESS	LINS1	15q26.3	Intellectual developmental disorder, autosomal recessive 27	AR
SUCCESS	LIPA	10q23.31	Cholesteryl ester storage disease|Wolman disease	AR|AR
SUCCESS	LIPC	15q21.3	[High density lipoprotein cholesterol level QTL 12]|{Diabetes mellitus, noninsulin-dependent}|Hepatic lipase deficiency	.|AD|AR
SUCCESS	LIPE	19q13.2	Lipodystrophy, familial partial, type 6	AR
SUCCESS	LIPH	3q27.2	Hypotrichosis 7|Woolly hair, autosomal recessive 2 with or without hypotrichosis	AR|AR
SUCCESS	LIPN	10q23.31	Ichthyosis, congenital, autosomal recessive 8	AR
SUCCESS	LIPT2	11q13.4	Encephalopathy, neonatal severe, with lactic acidosis and brain abnormalities	AR
SUCCESS	LITAF	16p13.13	Charcot-Marie-Tooth disease, type 1C	AD
SUCCESS	LMAN1	18q21.32	Combined factor V and VIII deficiency	AR
SUCCESS	LMAN2L	2q11.2	?Intellectual developmental disorder, autosomal dominant 69|?Intellectual developmental disorder, autosomal recessive 52	AD|AR
SUCCESS	LMBR1	7q36.3	Acheiropody|Laurin-Sandrow syndrome|Syndactyly, type IV|Triphalangeal thumb-polysyndactyly syndrome	AR|AD|AD|AD
SUCCESS	LMBRD1	6q13	Methylmalonic aciduria and homocystinuria, cblF type	AR
SUCCESS	LMBRD2	5p13.2	Developmental delay with variable neurologic and brain abnormalities	AD
SUCCESS	LMF1	16p13.3	Lipase deficiency, combined	AR
SUCCESS	LMNA	1q22	Cardiomyopathy, dilated, 1A|Charcot-Marie-Tooth disease, type 2B1|Emery-Dreifuss muscular dystrophy 2, autosomal dominant|Emery-Dreifuss muscular dystrophy 3, autosomal recessive|Heart-hand syndrome, Slovenian type|Hutchinson-Gilford progeria|Lipodystrophy, familial partial, type 2|Malouf syndrome|Mandibuloacral dysplasia|Muscular dystrophy, congenital|Restrictive dermopathy 2	AD|AR|AD|AR|AD|AD|AD|AD|AR|AD|AD
SUCCESS	LMNB1	5q23.2	Leukodystrophy, adult-onset, autosomal dominant|Microcephaly 26, primary, autosomal dominant	AD|AD
SUCCESS	LMNB2	19p13.3	?Epilepsy, progressive myoclonic, 9|{Lipodystrophy, partial, acquired, susceptibility to}|Microcephaly 27, primary, autosomal dominant	AR|AD|AD
ERROR	LMO4			
SUCCESS	LMOD1	1q32.1	?Megacystis-microcolon-intestinal hypoperistalsis syndrome 3	AR
SUCCESS	LMOD2	7q31.32	Cardiomyopathy, dilated, 2G	AR
SUCCESS	LMOD3	3p14.1	Nemaline myopathy 10	AR
SUCCESS	LMX1A	1q23.3	Deafness, autosomal dominant 7	AD
SUCCESS	LMX1B	9q33.3	Focal segmental glomerulosclerosis 10|Nail-patella syndrome	AD|AD
SUCCESS	LNPK	2q31.1	Neurodevelopmental disorder with epilepsy and hypoplasia of the corpus callosum	AR
SUCCESS	LONP1	19p13.3	CODAS syndrome	AR
SUCCESS	LORICRIN	1q21.3	Vohwinkel syndrome with ichthyosis	AD
SUCCESS	LOX	5q23.1	Aortic aneurysm, familial thoracic 10	AD
SUCCESS	LOXHD1	18q21.1	Deafness, autosomal recessive 77	AR
SUCCESS	LOXL1	15q24.1	{Exfoliation syndrome, susceptibility to}	AD
SUCCESS	LOXL3	2p13.1	Myopia 28, autosomal recessive	AR
SUCCESS	LPIN1	2p25.1	Myoglobinuria, acute recurrent, autosomal recessive	AR
SUCCESS	LPIN2	18p11.31	Majeed syndrome	.
SUCCESS	LPL	8p21.3	[High density lipoprotein cholesterol level QTL 11]|Combined hyperlipidemia, familial|Lipoprotein lipase deficiency	AR|AD|AR
SUCCESS	LRAT	4q32.1	Leber congenital amaurosis 14|Retinal dystrophy, early-onset severe|Retinitis pigmentosa, juvenile	AR|AR|AR
SUCCESS	LRBA	4q31.3	Immunodeficiency, common variable, 8, with autoimmunity	AR
SUCCESS	LRIF1	1p13.3	?Facioscapulohumeral muscular dystrophy 3, digenic	DR
SUCCESS	LRIG2	1p13.2	Urofacial syndrome 2	AR
SUCCESS	LRIT3	4q25	Night blindness, congenital stationary (complete), 1F, autosomal recessive	AR
SUCCESS	LRMDA	10q22.2-q22.3	Albinism, oculocutaneous, type VII	AR
SUCCESS	LRP1	12q13.3	?Keratosis pilaris atrophicans|Developmental dysplasia of the hip 3	AR|AD
ERROR	LRP10			
SUCCESS	LRP12	8q22.3	Amyotrophic lateral sclerosis 28|Oculopharyngodistal myopathy 1	AD|AD
SUCCESS	LRP2	2q31.1	Donnai-Barrow syndrome	AR
SUCCESS	LRP4	11p11.2	?Myasthenic syndrome, congenital, 17|Cenani-Lenz syndactyly syndrome|Sclerosteosis 2	AR|AR|AD, AR
SUCCESS	LRP5	11q13.2	[Bone mineral density variability 1]|Endosteal hyperostosis|Exudative vitreoretinopathy 4|Osteopetrosis, autosomal dominant 1|Osteoporosis-pseudoglioma syndrome|Polycystic liver disease 4 with or without kidney cysts	AD|AD|AD, AR|AD|AR|AD
SUCCESS	LRP6	12p13.2	{Coronary artery disease, autosomal dominant, 2}|Tooth agenesis, selective, 7	AD|AD
SUCCESS	LRPAP1	4p16.3	Myopia 23, autosomal recessive	AR
SUCCESS	LRPPRC	2p21	Mitochondrial complex IV deficiency, nuclear type 5, (French-Canadian)	AR
SUCCESS	LRRC32	11q13.5	Cleft palate, proliferative retinopathy, and developmental delay	AR
SUCCESS	LRRC56	11p15.5	Ciliary dyskinesia, primary, 39	AR
SUCCESS	LRRC8A	9q34.11	?Agammaglobulinemia 5	AD
SUCCESS	LRRK1	15q26.3	Osteosclerotic metaphyseal dysplasia	AR
SUCCESS	LRRK2	12q12	{Parkinson disease 8}	AD
SUCCESS	LRSAM1	9q33.3-q34.11	Charcot-Marie-Tooth disease, axonal, type 2P	AD, AR
SUCCESS	LRTOMT	11q13.4	Deafness, autosomal recessive 63	AR
SUCCESS	LSM11	5q33.3	?Aicardi-Goutieres syndrome 8	AR
SUCCESS	LSS	21q22.3	Alopecia-intellectual disability syndrome 4|Cataract 44|Hypotrichosis 14	AR|AR|AR
ERROR	LST1			
SUCCESS	LTBP1	2p22.3	Cutis laxa, autosomal recessive, type IIE	AR
SUCCESS	LTBP2	14q24.3	?Weill-Marchesani syndrome 3, recessive|Glaucoma 3, primary congenital, D|Microspherophakia and/or megalocornea, with ectopia lentis and with or without secondary glaucoma	AR|.|AR
SUCCESS	LTBP3	11q13.1	Dental anomalies and short stature|Geleophysic dysplasia 3	AR|AD
SUCCESS	LTBP4	19q13.2	Cutis laxa, autosomal recessive, type IC	AR
SUCCESS	LTC4S	5q35.3	Leukotriene C4 synthase deficiency	AR
ERROR	LUZP1			
SUCCESS	LYRM4	6p25.1	?Combined oxidative phosphorylation deficiency 19	AR
SUCCESS	LYRM7	5q23.3-q31.1	Mitochondrial complex III deficiency, nuclear type 8	AR
SUCCESS	LYSET	14q32.12	Dysostosis multiplex, Ain-Naz type	AR
SUCCESS	LYST	1q42.3	Chediak-Higashi syndrome	AR
SUCCESS	LYZ	12q15	Amyloidosis, hereditary systemic 5	.
SUCCESS	LZTFL1	3p21.31	Bardet-Biedl syndrome 17	AR
SUCCESS	LZTR1	22q11.21	{Schwannomatosis-2, susceptibility to}|Noonan syndrome 10|Noonan syndrome 2	AD|AD|AR
SUCCESS	MAB21L2	4q31.3	Microphthalmia/coloboma and skeletal dysplasia syndrome	AD, AR
SUCCESS	MACF1	1p34.3	Lissencephaly 9 with complex brainstem malformation	AD
ERROR	MACROH2A1			
SUCCESS	MAD2L2	1p36.22	?Fanconi anemia, complementation group V	AR
SUCCESS	MADD	11p11.2	DEEAH syndrome|Neurodevelopmental disorder with dysmorphic facies, impaired speech and hypotonia	AR|AR
SUCCESS	MAF	16q23.2	Ayme-Gripp syndrome|Cataract 21, multiple types	AD|AD
SUCCESS	MAFB	20q12	Duane retraction syndrome 3|Multicentric carpotarsal osteolysis syndrome	AD|AD
SUCCESS	MAG	19q13.12	Spastic paraplegia 75, autosomal recessive	AR
SUCCESS	MAGED2	Xp11.21	Bartter syndrome, type 5, antenatal, transient	XLR
SUCCESS	MAGEL2	15q11.2	Schaaf-Yang syndrome	AD
SUCCESS	MAGI2	7q21.11	Nephrotic syndrome, type 15	AR
SUCCESS	MAGT1	Xq21.1	Congenital disorder of glycosylation, type Icc|Immunodeficiency, X-linked, with magnesium defect, Epstein-Barr virus infection and neoplasia	XLR|XLR
SUCCESS	MAK	6p24.2	Retinitis pigmentosa 62	AR
SUCCESS	MAL	2q11.1	?Leukodystrophy, hypomyelinating, 28	AR
SUCCESS	MALT1	18q21.32	Immunodeficiency 12	AR
SUCCESS	MAMLD1	Xq28	Hypospadias 2, X-linked	XLR
SUCCESS	MAN1B1	9q34.3	Rafiq syndrome	AR
SUCCESS	MAN2B1	19p13.13	Mannosidosis, alpha-, types I and II	AR
SUCCESS	MAN2C1	15q24.2	Congenital disorder of deglycosylation 2	AR
SUCCESS	MANBA	4q24	Mannosidosis, beta	AR
SUCCESS	MAOA	Xp11.3	Brunner syndrome	XLR
SUCCESS	MAP1B	5q13.2	?Deafness, autosomal dominant 83|Periventricular nodular heterotopia 9	AD|AD
SUCCESS	MAP2K1	15q22.31	Cardiofaciocutaneous syndrome 3|Melorheostosis, isolated, somatic mosaic	AD|.
SUCCESS	MAP2K2	19p13.3	Cardiofaciocutaneous syndrome 4	AD
SUCCESS	MAP3K1	5q11.2	46XY sex reversal 6	AD
SUCCESS	MAP3K20	2q31.1	Centronuclear myopathy 6 with fiber-type disproportion|Split-foot malformation with mesoaxial polydactyly	AR|AR
SUCCESS	MAP3K7	6q15	Cardiospondylocarpofacial syndrome|Frontometaphyseal dysplasia 2	AD|AD
SUCCESS	MAPK1	22q11.22	Noonan syndrome 13	AD
ERROR	MAPK10			
SUCCESS	MAPK8IP1	11p11.2	{Diabetes mellitus, noninsulin-dependent}	AD
SUCCESS	MAPK8IP3	16p13.3	Neurodevelopmental disorder with or without variable brain abnormalities	AD
SUCCESS	MAPKAPK3	3p21.2	?Macular dystrophy, patterned, 3	AD
SUCCESS	MAPKAPK5	12q24.12-q24.13	Neurocardiofaciodigital syndrome	AR
SUCCESS	MAPKBP1	15q15.1	Nephronophthisis 20	AR
SUCCESS	MAPRE2	18q12.1-q12.2	Symmetric circumferential skin creases, congenital, 2	AD
ERROR	MAPRE3			
SUCCESS	MAPT	17q21.31	{Parkinson disease, susceptibility to}|Frontotemporal dementia 1, with or without parkinsonism|Pick disease|Supranuclear palsy, progressive|Supranuclear palsy, progressive atypical	AD, Mu|AD|AD|AD|AR
SUCCESS	MARCHF6	5p15.2	Epilepsy, familial adult myoclonic, 3	AD
SUCCESS	MARK3	14q32.32-q32.33	?Visual impairment and progressive phthisis bulbi	AR
SUCCESS	MARS1	12q13.3	?Trichothiodystrophy 9, nonphotosensitive|Charcot-Marie-Tooth disease, axonal, type 2U|Interstitial lung and liver disease|Spastic paraplegia 70, autosomal recessive	AR|AD|AR|AR
SUCCESS	MARVELD2	5q13.2	Deafness, autosomal recessive 49	AR
ERROR	MAS1			
SUCCESS	MASP1	3q27.3	3MC syndrome 1	AR
SUCCESS	MASP2	1p36.22	MASP2 deficiency	AR
SUCCESS	MAST1	19p13.13	Mega-corpus-callosum syndrome with cerebellar hypoplasia and cortical malformations	AD
SUCCESS	MAST3	19p13.11	Developmental and epileptic encephalopathy 108	AD
SUCCESS	MAT1A	10q22.3	Hypermethioninemia, persistent, autosomal dominant, due to methionine adenosyltransferase I/III deficiency|Methionine adenosyltransferase deficiency, autosomal recessive	AD, AR|AD, AR
ERROR	MAT2A			
SUCCESS	MATN3	2p24.1	{Osteoarthritis susceptibility 2}|Epiphyseal dysplasia, multiple, 5|Spondyloepimetaphyseal dysplasia, Borochowitz-Cormier-Daire type	AD|AD|AR
SUCCESS	MATR3	5q31.2	Amyotrophic lateral sclerosis 21	AD
SUCCESS	MAX	14q23.3	{Pheochromocytoma, susceptibility to}|Polydactyly-macrocephaly syndrome	AD|AD
SUCCESS	MBD4	3q21.3	{Uveal melanoma, susceptibility to, 1}|Tumor predisposition syndrome 2	AD|AR
SUCCESS	MBD5	2q23.1	Intellectual developmental disorder, autosomal dominant 1	AD
SUCCESS	MBL2	10q21.1	{Chronic infections, due to MBL deficiency}	AD
SUCCESS	MBOAT7	19q13.42	Intellectual developmental disorder, autosomal recessive 57	AR
ERROR	MBP			
SUCCESS	MBTPS1	16q23.3-q24.1	?Spondyloepiphyseal dysplasia, Kondo-Fu type	AR
SUCCESS	MBTPS2	Xp22.12	?Olmsted syndrome, X-linked|IFAP syndrome with or without BRESHECK syndrome|Keratosis follicularis spinulosa decalvans, X-linked|Osteogenesis imperfecta, type XIX	XLR|XLR|XLR|XLR
SUCCESS	MC1R	16q24.3	[Analgesia from kappa-opioid receptor agonist, female-specific]|[Skin/hair/eye pigmentation 2, blond hair/fair skin]|[Skin/hair/eye pigmentation 2, red hair/fair skin]|{Albinism, oculocutaneous, type II, modifier of}|{Melanoma, cutaneous malignant, 5}|{UV-induced skin damage}	.|AR|AR|AR|.|AR
SUCCESS	MC2R	18p11.21	Glucocorticoid deficiency, due to ACTH unresponsiveness	AR
SUCCESS	MCCC1	3q27.1	3-Methylcrotonyl-CoA carboxylase 1 deficiency	AR
SUCCESS	MCCC2	5q13.2	3-Methylcrotonyl-CoA carboxylase 2 deficiency	AR
SUCCESS	MCEE	2p13.3	Methylmalonyl-CoA epimerase deficiency	AR
SUCCESS	MCFD2	2p21	Factor V and factor VIII, combined deficiency of	.
SUCCESS	MCIDAS	5q11.2	Ciliary dyskinesia, primary, 42	AR
SUCCESS	MCM10	10p13	Immunodeficiency 80 with or without cardiomyopathy	AR
SUCCESS	MCM2	3q21.3	?Deafness, autosomal dominant 70	AD
SUCCESS	MCM3AP	21q22.3	Peripheral neuropathy, autosomal recessive, with or without impaired intellectual development	AR
SUCCESS	MCM4	8q11.21	Immunodeficiency 54	AR
SUCCESS	MCM5	22q12.3	?Meier-Gorlin syndrome 8	AR
SUCCESS	MCM6	2q21.3	Lactase persistence/nonpersistence	AD
ERROR	MCM7			
SUCCESS	MCM8	20p12.3	?Premature ovarian failure 10	AR
SUCCESS	MCM9	6q22.31	Ovarian dysgenesis 4	AR
SUCCESS	MCOLN1	19p13.2	Lisch epithelial corneal dystrophy|Mucolipidosis IV	AD|AR
SUCCESS	MCPH1	8p23.1	Microcephaly 1, primary, autosomal recessive	AR
ERROR	MCTP2			
SUCCESS	MDFIC	7q31.1-q31.2	Lymphatic malformation 12	AR
SUCCESS	MDH1	2p15	?Developmental and epileptic encephalopathy 88	AR
SUCCESS	MDH2	7q11.23	Developmental and epileptic encephalopathy 51	AR
SUCCESS	MDM2	12q15	?Lessel-Kubisch syndrome|{Accelerated tumor formation, susceptibility to}	AR|AD
SUCCESS	MDM4	1q32.1	?Bone marrow failure syndrome 6	AD
SUCCESS	MECOM	3q26.2	Radioulnar synostosis with amegakaryocytic thrombocytopenia 2	AD
SUCCESS	MECR	1p35.3	Dystonia, childhood-onset, with optic atrophy and basal ganglia abnormalities|Optic atrophy 16	AR|AR
ERROR	MED1			
SUCCESS	MED12	Xq13.1	Hardikar syndrome|Lujan-Fryns syndrome|Ohdo syndrome, X-linked|Opitz-Kaveggia syndrome	XLD|XLR|XLR|XLR
SUCCESS	MED12L	3q25.1	Nizon-Isidor syndrome	AD
SUCCESS	MED13	17q23.2	Intellectual developmental disorder, autosomal dominant 61	AD
SUCCESS	MED13L	12q24.21	Impaired intellectual development and distinctive facial features with or without cardiac defects	AD
SUCCESS	MED17	11q21	Microcephaly, postnatal progressive, with seizures and brain atrophy	AR
SUCCESS	MED23	6q23.2	Intellectual developmental disorder, autosomal recessive 18, with or without epilepsy	AR
SUCCESS	MED25	19q13.33	Basel-Vanagait-Smirin-Yosef syndrome	AR
SUCCESS	MED27	9q34.13	Neurodevelopmental disorder with spasticity, cataracts, and cerebellar hypoplasia	AR
ERROR	MED9			
SUCCESS	MEF2A	15q26.3	{Coronary artery disease, autosomal dominant, 1}	AD
SUCCESS	MEF2C	5q14.3	Chromosome 5q14.3 deletion syndrome|Neurodevelopmental disorder with hypotonia, stereotypic hand movements, and impaired language	AD|AD
SUCCESS	MEFV	16p13.3	Familial Mediterranean fever, AD|Familial Mediterranean fever, AR|Neutrophilic dermatosis, acute febrile	AD|AR|AD
SUCCESS	MEGF10	5q23.2	Congenital myopathy 10A, severe variant|Congenital myopathy 10B, mild variant	AR|AR
SUCCESS	MEGF8	19q13.2	Carpenter syndrome 2	AR
SUCCESS	MEIOB	16p13.3	Premature ovarian failure 23|Spermatogenic failure 22	AR|AR
SUCCESS	MEIS2	15q14	Cleft palate, cardiac defects, and impaired intellectual development	AD
SUCCESS	MEN1	11q13.1	Adrenal adenoma, somatic|Angiofibroma, somatic|Carcinoid tumor of lung|Lipoma, somatic|Multiple endocrine neoplasia 1|Parathyroid adenoma, somatic	.|.|.|.|AD|.
SUCCESS	MEOX1	17q21.31	Klippel-Feil syndrome 2	AR
SUCCESS	MERTK	2q13	Retinitis pigmentosa 38	AR
SUCCESS	MESD	15q25.1	Osteogenesis imperfecta, type XX	AR
SUCCESS	MESP2	15q26.1	Spondylocostal dysostosis 2, autosomal recessive	AR
SUCCESS	MET	7q31.2	?Arthrogryposis, distal, type 11|?Deafness, autosomal recessive 97|{Osteofibrous dysplasia, susceptibility to}|Hepatocellular carcinoma, childhood type, somatic|Renal cell carcinoma, papillary, 1, familial and somatic	AD|AR|AD|.|.
SUCCESS	METTL23	17q25.1	Intellectual developmental disorder, autosomal recessive 44	AR
ERROR	METTL27			
SUCCESS	METTL5	2q31.1	Intellectual developmental disorder, autosomal recessive 72	AR
SUCCESS	MFAP5	12p13.31	Aortic aneurysm, familial thoracic 9	AD
SUCCESS	MFF	2q36.3	Encephalopathy due to defective mitochondrial and peroxisomal fission 2	AR
SUCCESS	MFN2	1p36.22	Charcot-Marie-Tooth disease, axonal, type 2A2A|Charcot-Marie-Tooth disease, axonal, type 2A2B|Hereditary motor and sensory neuropathy VIA|Lipomatosis, multiple symmetric, with or without peripheral neuropathy	AD|AR|AD|AR
SUCCESS	MFRP	11q23.3	Microphthalmia, isolated 5|Nanophthalmos 2	AR|.
SUCCESS	MFSD2A	1p34.2	Neurodevelopmental disorder with progressive microcephaly, spasticity, and brain abnormalities	AR
SUCCESS	MFSD8	4q28.2	Ceroid lipofuscinosis, neuronal, 7|Macular dystrophy with central cone involvement	AR|AR
SUCCESS	MGAT2	14q21.3	Congenital disorder of glycosylation, type IIa	AR
SUCCESS	MGME1	20p11.23	Mitochondrial DNA depletion syndrome 11	AR
ERROR	MGMT			
SUCCESS	MGP	12p12.3	Keutel syndrome	AR
SUCCESS	MIA3	1q41	?Ondontochondrodysplasia 2 with hearing loss and diabetes	AR
SUCCESS	MIB1	18q11.2	Left ventricular noncompaction 7	AD
ERROR	MICAL1			
SUCCESS	MICOS13	19p13.3	Combined oxidative phosphorylation deficiency 37	AR
SUCCESS	MICU1	10q22.1	Myopathy with extrapyramidal signs	AR
SUCCESS	MID1	Xp22.2	Opitz GBBB syndrome	XLR
SUCCESS	MID2	Xq22.3	?Intellectual developmental disorder, X-linked 101	XLR
SUCCESS	MIEF2	17p11.2	?Combined oxidative phosphorylation deficiency 49	AR
SUCCESS	MIF	22q11.23	{Rheumatoid arthritis, systemic juvenile, susceptibility to}	.
SUCCESS	MINPP1	10q23.2	{Thyroid carcinoma, follicular}|Pontocerebellar hypoplasia, type 16	AD, SMu|AR
SUCCESS	MIP	12q13.3	Cataract 15, multiple types	AD
SUCCESS	MIPEP	13q12.12	Combined oxidative phosphorylation deficiency 31	AR
SUCCESS	MITF	3p13	{Melanoma, cutaneous malignant, susceptibility to, 8}|COMMAD syndrome|Tietz albinism-deafness syndrome|Waardenburg syndrome, type 2A	.|AR|AD|AD
SUCCESS	MKKS	20p12.2	Bardet-Biedl syndrome 6|McKusick-Kaufman syndrome	AR|AR
SUCCESS	MKRN3	15q11.2	Precocious puberty, central, 2	AD
SUCCESS	MKS1	17q22	Bardet-Biedl syndrome 13|Joubert syndrome 28|Meckel syndrome 1	AR|AR|AR
SUCCESS	MLC1	22q13.33	Megalencephalic leukoencephalopathy with subcortical cysts 1	AR
SUCCESS	MLH1	3p22.2	Lynch syndrome 2|Mismatch repair cancer syndrome 1|Muir-Torre syndrome	.|AR|AD
SUCCESS	MLH3	14q24.3	{Endometrial cancer, susceptibility to}|Colorectal cancer, hereditary nonpolyposis, type 7|Colorectal cancer, somatic	AD, SMu|.|.
SUCCESS	MLIP	6p12.1	Myopathy with myalgia, increased serum creatine kinase, and with or without episodic rhabdomyolysis	AR
SUCCESS	MLPH	2q37.3	Griscelli syndrome, type 3	AR
ERROR	MLX			
ERROR	MLXIPL			
SUCCESS	MLYCD	16q23.3	Malonyl-CoA decarboxylase deficiency	AR
SUCCESS	MMAA	4q31.21	Methylmalonic aciduria, vitamin B12-responsive, cblA type	AR
SUCCESS	MMAB	12q24.11	Methylmalonic aciduria, vitamin B12-responsive, cblB type	AR
SUCCESS	MMACHC	1p34.1	Methylmalonic aciduria and homocystinuria, cblC type	AR
SUCCESS	MMADHC	2q23.2	Homocystinuria-megaloblastic anemia, cblD type|Methylmalonic aciduria and homocystinuria, cblD type|Methylmalonic aciduria, cblD type	AR|AR|AR
SUCCESS	MME	3q25.2	?Spinocerebellar ataxia 43|Charcot-Marie-Tooth disease, axonal, type 2T	AD|AD, AR
ERROR	MMEL1			
ERROR	MMP1			
SUCCESS	MMP13	11q22.2	?Spondyloepimetaphyseal dysplasia, Missouri type|Metaphyseal anadysplasia 1|Metaphyseal dysplasia, Spahr type	AD|AD|AR
SUCCESS	MMP14	14q11.2	Winchester syndrome	AR
SUCCESS	MMP19	12q13.2	Cavitary optic disc anomalies	AD
SUCCESS	MMP2	16q12.2	Multicentric osteolysis, nodulosis, and arthropathy	AR
SUCCESS	MMP21	10q26.2	Heterotaxy, visceral, 7, autosomal	AR
ERROR	MMP23A			
ERROR	MMP23B			
SUCCESS	MMP9	20q13.12	Metaphyseal anadysplasia 2	AR
SUCCESS	MMUT	6p12.3	Methylmalonic aciduria, mut(0) type	AR
SUCCESS	MN1	22q12.1	CEBALID syndrome|Meningioma	AD|AD
SUCCESS	MNS1	15q21.3	Heterotaxy, visceral, 9, autosomal, with male infertility	AR
SUCCESS	MNX1	7q36.3	Currarino syndrome	AD
SUCCESS	MOCOS	18q12.2	Xanthinuria, type II	AR
SUCCESS	MOCS1	6p21.2	Molybdenum cofactor deficiency A	AR
SUCCESS	MOCS2	5q11.2	Molybdenum cofactor deficiency B	AR
SUCCESS	MOG	6p22.1	?Narcolepsy 7	AD
SUCCESS	MOGS	2p13.1	Congenital disorder of glycosylation, type IIb	AR
SUCCESS	MORC2	22q12.2	Charcot-Marie-Tooth disease, axonal, type 2Z|Developmental delay, impaired growth, dysmorphic facies, and axonal neuropathy	AD|AD
SUCCESS	MPC1	6q27	Mitochondrial pyruvate carrier deficiency	AR
SUCCESS	MPDU1	17p13.1	Congenital disorder of glycosylation, type If	AR
SUCCESS	MPDZ	9p23	Hydrocephalus, congenital, 2, with or without brain or eye anomalies	AR
SUCCESS	MPEG1	11q12.1	Immunodeficiency 77	AD
SUCCESS	MPI	15q24.1-q24.2	Congenital disorder of glycosylation, type Ib	AR
SUCCESS	MPIG6B	6p21.33	?Thrombocytopenia, anemia, and myelofibrosis	AR
SUCCESS	MPL	1p34.2	Amegakaryocytic thrombocytopenia, congenital, 1|Myelofibrosis with myeloid metaplasia, somatic|Thrombocythemia 2	AR|.|AD, SMu
SUCCESS	MPLKIP	7p14.1	Trichothiodystrophy 4, nonphotosensitive	AR
SUCCESS	MPO	17q22	{Alzheimer disease, susceptibility to}|{Lung cancer, protection against, in smokers}|Myeloperoxidase deficiency	AD|.|AR
SUCCESS	MPV17	2p23.3	Charcot-Marie-Tooth disease, axonal, type 2EE|Mitochondrial DNA depletion syndrome 6 (hepatocerebral type)	AR|AR
SUCCESS	MPZ	1q23.3	Charcot-Marie-Tooth disease, dominant intermediate D|Charcot-Marie-Tooth disease, type 1B|Charcot-Marie-Tooth disease, type 2I|Charcot-Marie-Tooth disease, type 2J|Dejerine-Sottas disease|Hypomyelinating neuropathy, congenital, 2|Roussy-Levy syndrome	AD|AD|AD|AD|AD, AR|AD|AD
SUCCESS	MPZL2	11q23.3	Deafness, autosomal recessive 111	AR
ERROR	MR1			
